"userID" "itemID" "r1" "r2" "r3" "r4" "r5"
"1677" "70" "1587" 0 0 0 1 0
"1688" "71" "272" 0 0 0 0 1
"1713" "71" "1487" 1 0 0 0 0
"1813" "73" "1797" 0 0 0 1 0
"1822" "74" "182" 0 0 0 1 0
"1837" "74" "1763" 0 0 1 0 0
"1910" "76" "1884" 0 0 0 0 1
"1920" "77" "989" 0 1 0 0 0
"1932" "78" "1" 0 0 0 1 0
"1943" "78" "527" 0 0 0 1 0
"1946" "78" "630" 0 0 0 1 0
"1969" "78" "2055" 0 0 0 1 0
"1977" "79" "206" 0 0 0 1 0
"1986" "79" "603" 0 1 0 0 0
"1991" "79" "879" 0 0 1 0 0
"2043" "80" "907" 0 0 0 0 1
"2066" "80" "2021" 1 0 0 0 0
"2068" "80" "2055" 0 0 1 0 0
"2110" "82" "1633" 0 0 0 1 0
"2126" "83" "1117" 0 0 0 0 1
"2140" "84" "67" 0 0 0 1 0
"2155" "84" "1395" 0 0 0 0 1
"2176" "85" "1438" 0 0 0 0 1
"2194" "86" "217" 0 0 1 0 0
"2214" "86" "1175" 0 0 0 1 0
"2271" "89" "57" 0 0 1 0 0
"2279" "89" "815" 0 0 0 1 0
"2287" "89" "1589" 0 0 1 0 0
"2304" "90" "1439" 1 0 0 0 0
"2308" "90" "2114" 1 0 0 0 0
"2334" "92" "1255" 0 0 0 1 0
"2337" "92" "1382" 0 0 1 0 0
"2388" "94" "1395" 0 0 0 0 1
"2390" "94" "1499" 0 0 1 0 0
"2391" "94" "1591" 0 0 1 0 0
"2406" "95" "903" 0 0 0 1 0
"2409" "95" "971" 0 0 0 0 1
"2415" "95" "1283" 0 0 0 1 0
"2417" "95" "1373" 0 0 1 0 0
"2428" "95" "2063" 0 0 0 1 0
"2433" "97" "100" 0 0 1 0 0
"2443" "97" "1834" 0 1 0 0 0
"2462" "99" "621" 0 0 1 0 0
"2482" "99" "2085" 1 0 0 0 0
"2490" "100" "1155" 0 0 1 0 0
"2494" "100" "1468" 0 0 1 0 0
"2532" "101" "1566" 0 0 1 0 0
"2557" "102" "1322" 0 0 1 0 0
"2585" "104" "177" 0 0 1 0 0
"2588" "104" "672" 0 1 0 0 0
"2612" "105" "1988" 0 0 0 1 0
"2620" "106" "305" 0 1 0 0 0
"2636" "106" "964" 0 0 1 0 0
"2674" "108" "1275" 0 1 0 0 0
"2682" "108" "1840" 0 0 0 1 0
"2694" "109" "722" 0 0 1 0 0
"2707" "110" "66" 0 0 0 1 0
"2719" "110" "1155" 0 0 1 0 0
"2724" "110" "1536" 1 0 0 0 0
"2728" "110" "1755" 0 0 0 1 0
"2781" "113" "989" 0 1 0 0 0
"2805" "113" "2103" 0 1 0 0 0
"2835" "115" "692" 0 1 0 0 0
"2880" "116" "1157" 0 0 0 1 0
"2916" "118" "2103" 0 0 0 1 0
"2925" "119" "375" 0 1 0 0 0
"2962" "121" "1672" 0 0 1 0 0
"2996" "122" "1995" 1 0 0 0 0
"3022" "124" "1088" 0 1 0 0 0
"3082" "128" "440" 1 0 0 0 0
"3124" "128" "1841" 0 0 0 1 0
"3126" "128" "2053" 0 1 0 0 0
"3129" "129" "13" 0 0 0 0 1
"3136" "129" "329" 0 0 0 0 1
"3168" "130" "367" 0 0 1 0 0
"3180" "130" "717" 0 0 0 0 1
"3181" "130" "729" 0 0 1 0 0
"3188" "130" "849" 0 0 0 1 0
"3204" "130" "1391" 0 0 0 1 0
"3219" "130" "1776" 0 0 0 1 0
"3227" "130" "1931" 0 1 0 0 0
"3231" "130" "2083" 0 1 0 0 0
"3237" "131" "228" 0 0 1 0 0
"3261" "131" "1636" 0 0 1 0 0
"3275" "132" "320" 0 1 0 0 0
"3283" "132" "805" 0 0 0 0 1
"3291" "132" "1482" 0 1 0 0 0
"3294" "132" "1711" 0 1 0 0 0
"3322" "133" "1923" 0 0 1 0 0
"3336" "134" "358" 0 1 0 0 0
"3348" "134" "815" 0 0 1 0 0
"3370" "135" "661" 0 0 1 0 0
"3371" "135" "732" 0 0 1 0 0
"3380" "135" "1709" 0 1 0 0 0
"3398" "136" "1015" 0 0 1 0 0
"3407" "137" "27" 0 0 1 0 0
"3424" "137" "893" 0 0 1 0 0
"3425" "137" "964" 1 0 0 0 0
"3480" "139" "1208" 0 0 1 0 0
"3527" "141" "429" 0 1 0 0 0
"3529" "141" "647" 0 0 1 0 0
"3552" "141" "1607" 0 1 0 0 0
"3563" "141" "2121" 0 0 1 0 0
"3579" "142" "1706" 0 0 0 0 1
"3598" "143" "1379" 0 0 1 0 0
"3631" "145" "613" 0 0 0 1 0
"3642" "145" "1382" 0 0 0 1 0
"3648" "145" "1763" 0 1 0 0 0
"3696" "147" "732" 0 0 0 1 0
"3771" "148" "1738" 0 0 1 0 0
"3786" "149" "182" 0 0 1 0 0
"3798" "149" "870" 0 0 0 0 1
"3800" "149" "939" 1 0 0 0 0
"3824" "150" "155" 0 0 0 0 1
"3845" "150" "1603" 0 0 1 0 0
"3871" "151" "307" 0 0 1 0 0
"3884" "151" "900" 0 0 0 1 0
"3888" "151" "1126" 0 0 1 0 0
"3890" "151" "1241" 0 0 1 0 0
"3911" "151" "1904" 0 0 0 1 0
"3935" "152" "627" 0 0 0 1 0
"3945" "152" "1056" 0 0 0 0 1
"4033" "154" "973" 0 0 1 0 0
"4059" "155" "12" 0 0 1 0 0
"4071" "155" "587" 0 0 0 1 0
"4076" "155" "696" 0 0 1 0 0
"4080" "155" "870" 0 0 0 0 1
"4118" "157" "944" 0 0 1 0 0
"4139" "158" "378" 0 0 1 0 0
"4143" "158" "801" 0 0 0 0 1
"4151" "159" "27" 1 0 0 0 0
"4160" "159" "230" 0 0 0 1 0
"4196" "159" "1379" 0 0 0 1 0
"4201" "159" "1607" 0 0 0 1 0
"4243" "160" "1281" 0 1 0 0 0
"4296" "163" "1019" 0 0 0 0 1
"4306" "164" "866" 1 0 0 0 0
"4308" "164" "1049" 0 0 1 0 0
"4320" "165" "613" 1 0 0 0 0
"4324" "165" "1250" 1 0 0 0 0
"4332" "166" "67" 0 1 0 0 0
"4358" "166" "930" 0 0 1 0 0
"4360" "166" "962" 1 0 0 0 0
"4405" "167" "1283" 0 0 0 1 0
"4433" "168" "1607" 0 0 0 0 1
"4502" "170" "2102" 0 1 0 0 0
"4516" "171" "944" 1 0 0 0 0
"4535" "172" "27" 0 1 0 0 0
"4573" "172" "1186" 0 0 0 1 0
"4683" "176" "313" 0 0 0 1 0
"4697" "176" "1028" 0 0 0 1 0
"4725" "177" "1284" 0 1 0 0 0
"4730" "177" "1699" 0 0 0 0 1
"4760" "178" "1739" 0 0 0 1 0
"4787" "179" "365" 0 0 0 1 0
"4814" "179" "1391" 0 0 0 0 1
"4836" "180" "41" 0 0 0 1 0
"4842" "180" "285" 0 0 0 1 0
"4848" "180" "570" 0 0 0 1 0
"4866" "180" "1495" 0 1 0 0 0
"4877" "180" "1908" 0 0 0 1 0
"4881" "181" "47" 0 0 0 1 0
"4891" "181" "1292" 0 0 0 1 0
"4924" "182" "1576" 0 1 0 0 0
"4937" "183" "304" 0 0 0 1 0
"5019" "187" "314" 1 0 0 0 0
"5022" "187" "866" 1 0 0 0 0
"5023" "187" "1049" 0 0 1 0 0
"5045" "188" "1755" 0 0 0 1 0
"5057" "189" "624" 0 0 0 1 0
"5062" "189" "881" 0 0 0 0 1
"5072" "189" "1893" 0 0 0 0 1
"5074" "190" "34" 0 0 1 0 0
"5113" "191" "827" 0 1 0 0 0
"5116" "191" "1191" 0 0 0 0 1
"5126" "191" "1726" 0 0 0 0 1
"5130" "191" "1841" 0 0 0 1 0
"5136" "192" "12" 0 0 0 0 1
"5163" "192" "2098" 0 0 0 0 1
"5167" "193" "41" 0 0 1 0 0
"5169" "193" "183" 0 0 0 1 0
"5188" "193" "613" 0 1 0 0 0
"5215" "193" "1537" 0 0 0 1 0
"5222" "193" "1701" 1 0 0 0 0
"5285" "195" "972" 0 0 0 0 1
"5294" "195" "1254" 0 0 0 0 1
"5322" "196" "150" 0 0 1 0 0
"5344" "196" "1241" 0 0 0 1 0
"5352" "196" "1502" 0 0 1 0 0
"5360" "196" "1920" 0 0 0 1 0
"5393" "198" "1250" 1 0 0 0 0
"5433" "200" "110" 0 0 0 1 0
"5434" "200" "119" 0 0 0 1 0
"5454" "200" "1806" 0 0 0 1 0
"5489" "201" "2147" 0 0 1 0 0
"5572" "204" "702" 0 0 0 0 1
"5580" "204" "964" 0 1 0 0 0
"5583" "204" "1097" 0 0 1 0 0
"5584" "204" "1173" 1 0 0 0 0
"5594" "204" "1468" 1 0 0 0 0
"5618" "206" "150" 0 0 1 0 0
"5655" "207" "613" 1 0 0 0 0
"5686" "207" "1629" 0 0 1 0 0
"5698" "208" "58" 1 0 0 0 0
"5717" "208" "1784" 0 0 0 0 1
"5767" "211" "527" 0 0 0 1 0
"5785" "211" "1382" 0 0 0 1 0
"5822" "212" "1172" 0 0 1 0 0
"5847" "212" "2121" 1 0 0 0 0
"5860" "213" "1094" 0 0 0 0 1
"5871" "213" "1711" 0 0 1 0 0
"5915" "215" "64" 0 0 0 0 1
"5918" "215" "144" 0 0 0 1 0
"5930" "215" "736" 1 0 0 0 0
"5944" "215" "1466" 0 0 1 0 0
"5950" "215" "1755" 0 0 0 0 1
"5989" "217" "53" 1 0 0 0 0
"6009" "217" "1763" 0 1 0 0 0
"6034" "218" "899" 0 1 0 0 0
"6107" "222" "1281" 0 0 0 1 0
"6127" "223" "1067" 0 0 1 0 0
"6129" "223" "1084" 0 1 0 0 0
"6152" "224" "1002" 0 1 0 0 0
"6162" "225" "112" 0 0 0 0 1
"6168" "225" "296" 0 0 0 0 1
"6209" "225" "2009" 0 0 0 0 1
"6219" "226" "702" 0 0 0 1 0
"6223" "226" "969" 0 1 0 0 0
"6229" "226" "1126" 0 0 0 0 1
"6272" "227" "1030" 0 0 1 0 0
"6275" "227" "1166" 0 0 1 0 0
"6281" "227" "1578" 0 0 0 1 0
"6310" "229" "1461" 0 0 0 1 0
"6354" "232" "944" 0 0 0 0 1
"6375" "233" "1002" 1 0 0 0 0
"6412" "235" "554" 0 0 1 0 0
"6441" "235" "1175" 1 0 0 0 0
"6465" "235" "1880" 0 0 1 0 0
"6487" "237" "314" 0 0 0 1 0
"6501" "237" "1756" 0 1 0 0 0
"6504" "237" "2052" 0 0 0 0 1
"6549" "239" "1578" 0 0 1 0 0
"6561" "240" "171" 0 0 0 1 0
"6563" "240" "438" 0 0 1 0 0
"6591" "241" "403" 0 0 0 0 1
"6613" "241" "1632" 0 0 0 1 0
"6636" "242" "536" 0 0 0 1 0
"6650" "242" "1321" 0 0 0 1 0
"6693" "244" "477" 1 0 0 0 0
"6802" "247" "1002" 0 0 0 1 0
"6807" "247" "1263" 0 0 0 0 1
"6838" "248" "756" 0 0 0 0 1
"6848" "248" "1157" 0 0 0 0 1
"6849" "248" "1317" 0 0 1 0 0
"6876" "249" "1722" 0 0 0 1 0
"6880" "250" "935" 0 0 1 0 0
"6902" "252" "82" 0 1 0 0 0
"6903" "252" "135" 0 1 0 0 0
"6934" "253" "1156" 0 0 1 0 0
"6936" "253" "1205" 0 0 0 0 1
"6978" "255" "182" 0 0 0 0 1
"6985" "255" "802" 0 0 0 0 1
"7035" "257" "1264" 0 0 0 0 1
"7044" "257" "2098" 0 0 0 0 1
"7076" "259" "135" 1 0 0 0 0
"7078" "259" "1049" 1 0 0 0 0
"7099" "260" "1666" 0 0 1 0 0
"7149" "262" "2083" 1 0 0 0 0
"7174" "265" "150" 1 0 0 0 0
"7210" "265" "1755" 0 0 0 1 0
"7217" "266" "214" 0 0 1 0 0
"7218" "266" "260" 0 0 0 0 1
"7231" "266" "2034" 0 0 1 0 0
"7258" "268" "1275" 0 0 0 0 1
"7278" "269" "756" 0 0 1 0 0
"7285" "269" "1090" 1 0 0 0 0
"7286" "269" "1157" 0 1 0 0 0
"7311" "271" "587" 0 0 0 1 0
"7314" "271" "802" 0 0 0 0 1
"7332" "271" "1893" 0 0 0 1 0
"7374" "273" "1672" 0 1 0 0 0
"7384" "274" "204" 1 0 0 0 0
"7388" "274" "297" 0 0 1 0 0
"7429" "274" "1776" 0 0 0 1 0
"7431" "274" "1816" 0 0 0 1 0
"7497" "276" "1919" 0 1 0 0 0
"7503" "277" "155" 0 0 1 0 0
"7512" "277" "369" 1 0 0 0 0
"7525" "277" "973" 0 0 1 0 0
"7535" "277" "1338" 0 0 1 0 0
"7557" "278" "377" 1 0 0 0 0
"7564" "278" "2079" 0 0 1 0 0
"7583" "279" "1361" 0 0 1 0 0
"7593" "280" "182" 0 1 0 0 0
"7599" "280" "624" 0 0 0 0 1
"7619" "280" "1904" 0 0 1 0 0
"7638" "281" "1056" 0 0 0 0 1
"7676" "283" "53" 0 0 0 1 0
"7684" "283" "420" 1 0 0 0 0
"7824" "288" "790" 1 0 0 0 0
"7833" "288" "1672" 0 0 0 1 0
"7839" "289" "15" 1 0 0 0 0
"7853" "289" "1284" 0 0 1 0 0
"7854" "289" "1594" 0 1 0 0 0
"7859" "290" "53" 0 0 1 0 0
"7877" "290" "805" 0 1 0 0 0
"7914" "292" "782" 0 0 0 1 0
"7917" "292" "1002" 0 0 0 0 1
"7934" "293" "438" 0 1 0 0 0
"7953" "294" "53" 0 0 1 0 0
"7969" "294" "802" 0 0 0 0 1
"7985" "294" "1904" 0 0 0 1 0
"7987" "294" "2048" 0 0 0 1 0
"8022" "295" "1594" 0 0 0 1 0
"8027" "295" "1866" 0 0 0 0 1
"8042" "296" "1056" 0 1 0 0 0
"8047" "296" "1410" 0 0 0 1 0
"8068" "297" "893" 0 0 0 0 1
"8085" "298" "621" 0 1 0 0 0
"8104" "299" "432" 0 0 1 0 0
"8120" "300" "622" 0 0 0 1 0
"8128" "300" "1536" 0 1 0 0 0
"8136" "301" "115" 0 1 0 0 0
"8153" "301" "1914" 0 0 0 0 1
"8174" "302" "1233" 0 0 0 1 0
"8211" "306" "57" 0 0 1 0 0
"8219" "306" "1356" 0 1 0 0 0
"8270" "308" "1208" 0 0 0 1 0
"8300" "310" "369" 0 0 0 0 1
"8317" "310" "1468" 0 0 1 0 0
"8336" "311" "56" 0 0 0 0 1
"8337" "311" "179" 0 1 0 0 0
"8339" "311" "260" 0 0 1 0 0
"8349" "311" "1030" 0 0 0 0 1
"8363" "312" "260" 0 0 0 1 0
"8368" "312" "1086" 0 1 0 0 0
"8369" "312" "1513" 0 0 0 0 1
"8391" "313" "1244" 0 0 0 1 0
"8407" "314" "989" 0 0 0 0 1
"8424" "315" "260" 0 1 0 0 0
"8430" "315" "554" 1 0 0 0 0
"8470" "317" "722" 0 0 1 0 0
"8492" "318" "973" 0 0 1 0 0
"8506" "319" "57" 0 0 0 1 0
"8507" "319" "65" 0 0 0 1 0
"8519" "319" "1722" 0 0 0 0 1
"8555" "322" "240" 0 1 0 0 0
"8558" "322" "538" 0 0 1 0 0
"8567" "322" "959" 1 0 0 0 0
"8592" "323" "1904" 0 0 0 1 0
"8598" "324" "275" 0 0 0 1 0
"8603" "324" "728" 0 0 0 1 0
"8619" "325" "323" 1 0 0 0 0
"8641" "325" "1449" 0 0 1 0 0
"8656" "326" "19" 0 1 0 0 0
"8681" "327" "135" 1 0 0 0 0
"8691" "327" "2036" 0 0 0 0 1
"8709" "328" "647" 0 0 0 0 1
"8721" "328" "1185" 1 0 0 0 0
"8809" "331" "1002" 0 1 0 0 0
"8811" "331" "1088" 0 0 0 1 0
"8823" "331" "1819" 0 0 0 1 0
"8833" "332" "296" 0 1 0 0 0
"8848" "332" "1594" 0 0 1 0 0
"8873" "333" "1840" 0 0 1 0 0
"8881" "334" "297" 0 0 1 0 0
"8886" "334" "540" 1 0 0 0 0
"8904" "335" "65" 1 0 0 0 0
"8906" "335" "182" 0 0 0 1 0
"8907" "335" "305" 1 0 0 0 0
"8928" "335" "1893" 0 0 1 0 0
"8932" "336" "42" 0 0 1 0 0
"8983" "337" "687" 0 0 0 1 0
"8988" "337" "787" 0 0 0 0 1
"8992" "337" "838" 0 0 0 0 1
"8994" "337" "945" 0 1 0 0 0
"9023" "337" "2023" 0 0 0 1 0
"9036" "338" "1504" 0 0 0 0 1
"9051" "339" "1784" 0 0 0 1 0
"9056" "340" "260" 0 0 0 0 1
"9087" "340" "1687" 0 0 0 0 1
"9133" "343" "590" 0 1 0 0 0
"9153" "343" "2034" 0 1 0 0 0
"9154" "343" "2076" 0 0 0 1 0
"9165" "344" "621" 0 0 0 0 1
"9177" "344" "1587" 1 0 0 0 0
"9179" "344" "1781" 0 1 0 0 0
"9234" "346" "883" 0 0 0 1 0
"9237" "346" "962" 0 1 0 0 0
"9259" "346" "1866" 0 0 0 1 0
"9262" "346" "2055" 0 0 0 1 0
"9266" "347" "73" 0 0 0 0 1
"9321" "348" "722" 0 0 1 0 0
"9323" "348" "1155" 1 0 0 0 0
"9334" "348" "1718" 0 0 0 1 0
"9362" "349" "1002" 0 1 0 0 0
"9379" "349" "1615" 1 0 0 0 0
"9425" "352" "1626" 0 1 0 0 0
"9442" "354" "1015" 0 0 0 0 1
"9495" "357" "1049" 1 0 0 0 0
"9523" "358" "989" 0 0 0 1 0
"9532" "358" "1672" 1 0 0 0 0
"9543" "359" "621" 0 0 0 1 0
"9568" "360" "1127" 1 0 0 0 0
"9602" "362" "1504" 1 0 0 0 0
"9618" "363" "296" 0 1 0 0 0
"9624" "363" "603" 1 0 0 0 0
"9647" "363" "1866" 0 0 0 0 1
"9657" "364" "985" 0 0 0 1 0
"9667" "365" "275" 0 1 0 0 0
"9669" "365" "523" 0 1 0 0 0
"9672" "365" "603" 0 0 0 1 0
"9675" "365" "728" 0 1 0 0 0
"9677" "365" "934" 0 0 0 0 1
"9731" "367" "1722" 0 0 0 0 1
"9808" "370" "1154" 0 1 0 0 0
"9837" "371" "1797" 0 1 0 0 0
"9845" "372" "296" 0 1 0 0 0
"9867" "372" "827" 0 0 0 0 1
"9898" "372" "1747" 0 0 0 1 0
"9922" "373" "1354" 0 0 0 1 0
"9954" "374" "1521" 0 0 1 0 0
"9986" "377" "294" 0 1 0 0 0
"9994" "377" "655" 0 0 1 0 0
"10013" "377" "1691" 0 0 1 0 0
"10033" "378" "603" 0 1 0 0 0
"10047" "378" "1412" 0 0 0 0 1
"10060" "379" "82" 0 0 1 0 0
"10061" "379" "135" 0 1 0 0 0
"10090" "381" "704" 0 0 0 1 0
"10132" "384" "621" 1 0 0 0 0
"10161" "385" "845" 0 1 0 0 0
"10163" "385" "1004" 0 0 0 0 1
"10165" "385" "1172" 0 0 0 1 0
"10211" "388" "250" 0 0 0 1 0
"10214" "388" "554" 0 0 1 0 0
"10233" "388" "1687" 0 0 1 0 0
"10240" "388" "1942" 0 0 0 0 1
"10249" "389" "34" 0 0 0 0 1
"10283" "390" "2013" 1 0 0 0 0
"10317" "393" "140" 0 0 1 0 0
"10373" "396" "702" 1 0 0 0 0
"10380" "396" "1145" 0 0 0 1 0
"10385" "396" "1364" 0 1 0 0 0
"10419" "397" "1893" 0 0 1 0 0
"10425" "398" "420" 0 1 0 0 0
"10441" "399" "361" 0 0 0 1 0
"10443" "399" "467" 0 0 1 0 0
"10466" "399" "1555" 0 0 0 0 1
"10491" "401" "13" 0 0 1 0 0
"10510" "401" "1718" 0 0 1 0 0
"10517" "401" "1936" 0 1 0 0 0
"10555" "402" "1438" 0 0 1 0 0
"10577" "402" "2153" 0 1 0 0 0
"10637" "406" "343" 0 1 0 0 0
"10640" "406" "626" 0 0 1 0 0
"10647" "406" "1171" 0 0 0 0 1
"10651" "406" "1276" 0 0 1 0 0
"10654" "406" "1383" 0 0 1 0 0
"10658" "406" "1808" 0 0 0 1 0
"10718" "408" "637" 1 0 0 0 0
"10721" "408" "714" 0 0 0 0 1
"10725" "408" "862" 0 1 0 0 0
"10729" "408" "1090" 0 0 0 1 0
"10752" "408" "2096" 0 0 0 0 1
"10760" "409" "304" 0 1 0 0 0
"10761" "409" "361" 0 0 1 0 0
"10766" "409" "397" 0 0 1 0 0
"10780" "409" "945" 0 1 0 0 0
"10803" "409" "1755" 0 1 0 0 0
"10809" "409" "1959" 0 0 0 1 0
"10815" "410" "57" 0 0 1 0 0
"10845" "411" "96" 0 0 1 0 0
"10886" "413" "1797" 1 0 0 0 0
"10890" "414" "474" 0 0 1 0 0
"10894" "414" "621" 0 1 0 0 0
"10900" "414" "959" 0 0 1 0 0
"10919" "415" "827" 0 0 1 0 0
"10968" "418" "592" 0 0 0 1 0
"10979" "418" "1264" 0 0 1 0 0
"10997" "419" "575" 0 0 0 0 1
"11002" "419" "722" 0 0 0 1 0
"11021" "419" "2087" 0 0 1 0 0
"11047" "421" "1925" 0 0 1 0 0
"11082" "423" "1482" 1 0 0 0 0
"11088" "423" "2052" 0 0 1 0 0
"11125" "425" "1566" 1 0 0 0 0
"11129" "425" "1925" 1 0 0 0 0
"11130" "426" "150" 1 0 0 0 0
"11132" "426" "296" 0 0 0 0 1
"11173" "428" "1110" 1 0 0 0 0
"11179" "428" "1382" 0 0 0 1 0
"11235" "431" "67" 0 0 1 0 0
"11249" "431" "737" 0 0 0 1 0
"11251" "431" "827" 0 0 1 0 0
"11300" "432" "1384" 0 0 1 0 0
"11326" "434" "25" 0 0 0 1 0
"11339" "434" "997" 0 0 1 0 0
"11340" "434" "1056" 0 0 0 0 1
"11370" "435" "732" 0 0 0 1 0
"11377" "435" "1056" 1 0 0 0 0
"11414" "436" "1984" 1 0 0 0 0
"11429" "437" "1724" 0 1 0 0 0
"11462" "439" "740" 0 1 0 0 0
"11480" "440" "53" 0 0 1 0 0
"11490" "441" "603" 1 0 0 0 0
"11502" "442" "624" 0 0 0 1 0
"11506" "442" "881" 0 0 0 1 0
"11529" "443" "686" 0 0 1 0 0
"11554" "444" "177" 0 0 0 1 0
"11560" "444" "621" 0 1 0 0 0
"11574" "445" "119" 0 0 1 0 0
"11590" "446" "664" 0 0 0 1 0
"11623" "447" "1090" 0 0 0 0 1
"11624" "447" "1172" 0 1 0 0 0
"11631" "447" "1749" 0 0 0 1 0
"11653" "450" "19" 0 0 0 1 0
"11667" "450" "489" 0 0 1 0 0
"11692" "450" "1603" 1 0 0 0 0
"11696" "450" "1837" 0 1 0 0 0
"11727" "452" "1780" 0 0 1 0 0
"11774" "454" "1090" 0 0 1 0 0
"11780" "455" "260" 0 0 0 0 1
"11813" "456" "1127" 0 0 0 1 0
"11849" "457" "1902" 0 0 1 0 0
"11954" "461" "2002" 0 1 0 0 0
"11955" "461" "2113" 0 0 0 1 0
"12021" "463" "1088" 0 0 0 0 1
"12077" "465" "687" 1 0 0 0 0
"12092" "465" "1301" 0 0 0 0 1
"12096" "465" "1468" 0 1 0 0 0
"12102" "465" "1629" 1 0 0 0 0
"12106" "465" "1718" 0 0 0 1 0
"12108" "465" "1780" 0 1 0 0 0
"12127" "466" "842" 0 0 0 1 0
"12175" "469" "314" 0 0 0 0 1
"12193" "470" "750" 0 0 0 1 0
"12211" "471" "296" 0 0 0 1 0
"12245" "473" "1018" 0 0 0 1 0
"12247" "473" "1566" 0 0 0 0 1
"12296" "475" "554" 0 1 0 0 0
"12307" "475" "831" 0 0 0 1 0
"12310" "475" "971" 0 1 0 0 0
"12316" "475" "1185" 1 0 0 0 0
"12327" "475" "1554" 0 1 0 0 0
"12336" "475" "1808" 1 0 0 0 0
"12352" "476" "587" 0 0 1 0 0
"12363" "476" "1135" 0 0 1 0 0
"12392" "477" "563" 0 1 0 0 0
"12395" "477" "687" 1 0 0 0 0
"12403" "477" "945" 0 0 1 0 0
"12410" "477" "1314" 0 0 0 1 0
"12425" "477" "2053" 1 0 0 0 0
"12456" "478" "2108" 0 1 0 0 0
"12495" "481" "297" 0 0 1 0 0
"12586" "484" "599" 0 0 1 0 0
"12595" "485" "139" 0 0 1 0 0
"12611" "485" "675" 0 1 0 0 0
"12616" "485" "945" 0 0 0 1 0
"12617" "485" "980" 1 0 0 0 0
"12625" "485" "1575" 0 1 0 0 0
"12664" "487" "1893" 0 0 1 0 0
"12727" "490" "329" 0 0 0 0 1
"12738" "490" "862" 0 0 1 0 0
"12749" "490" "2084" 0 0 0 0 1
"12750" "490" "2121" 0 0 1 0 0
"12775" "491" "1673" 0 0 0 1 0
"12798" "492" "601" 0 0 0 1 0
"12807" "492" "1030" 0 0 0 1 0
"12809" "492" "1159" 0 0 1 0 0
"12845" "493" "575" 1 0 0 0 0
"12884" "494" "704" 0 0 0 1 0
"12886" "494" "824" 0 0 0 0 1
