"userID" "itemID" "r1" "r2" "r3" "r4" "r5"
"NA.3209" NA NA NA NA NA NA NA
"NA.7488" NA NA NA NA NA NA NA
"36203" "1471" "1480" 0 0 0 1 0
"70903" "2883" "1866" 0 0 0 1 0
"27185" "1107" "696" 0 1 0 0 0
"37712" "1535" "150" 0 0 1 0 0
"NA.21528" NA NA NA NA NA NA NA
"15442" "606" "1482" 0 0 0 0 1
"42007" "1705" "1736" 0 0 0 1 0
"71919" "2920" "626" 0 0 1 0 0
"38469" "1564" "112" 0 0 0 0 1
"72285" "2931" "1790" 0 0 0 1 0
"14415" "563" "367" 0 1 0 0 0
"51136" "2056" "899" 0 1 0 0 0
"53131" "2133" "1694" 0 0 1 0 0
"8284" "308" "2121" 0 1 0 0 0
"NA.2373" NA NA NA NA NA NA NA
"NA.2847" NA NA NA NA NA NA NA
"15910" "630" "1346" 0 0 0 1 0
"36721" "1495" "61" 0 0 0 0 1
"NA.21278" NA NA NA NA NA NA NA
"51163" "2057" "1480" 1 0 0 0 0
"50722" "2039" "67" 0 0 0 1 0
"10288" "391" "862" 1 0 0 0 0
"48464" "1953" "1842" 0 0 1 0 0
"6667" "243" "675" 0 1 0 0 0
"56022" "2255" "918" 1 0 0 0 0
"15117" "592" "1155" 0 0 1 0 0
"13875" "535" "1244" 0 0 1 0 0
"6042" "218" "1321" 0 0 1 0 0
"43771" "1773" "1809" 0 1 0 0 0
"NA.26224" NA NA NA NA NA NA NA
"42622" "1732" "64" 0 1 0 0 0
"23784" "960" "1963" 1 0 0 0 0
"72022" "2924" "1002" 0 0 0 0 1
"NA.20053" NA NA NA NA NA NA NA
"NA.905" NA NA NA NA NA NA NA
"NA.25639" NA NA NA NA NA NA NA
"46435" "1872" "1129" 0 0 0 1 0
"17239" "681" "1877" 0 0 0 0 1
"NA.19505" NA NA NA NA NA NA NA
"56446" "2274" "1004" 0 1 0 0 0
"779" "44" "1521" 0 0 0 0 1
"9297" "347" "1566" 1 0 0 0 0
"1655" "69" "625" 0 0 0 1 0
"259" "31" "827" 0 0 1 0 0
"51799" "2078" "1784" 0 0 1 0 0
"51235" "2060" "913" 0 0 0 0 1
"62548" "2531" "1172" 0 1 0 0 0
"46274" "1865" "1284" 0 0 0 1 0
"NA.10181" NA NA NA NA NA NA NA
"60645" "2457" "1842" 0 0 0 1 0
"42461" "1725" "934" 0 0 0 0 1
"NA.6653" NA NA NA NA NA NA NA
"26353" "1069" "1492" 0 0 0 1 0
"15717" "619" "1127" 0 1 0 0 0
"34140" "1392" "297" 0 0 1 0 0
"NA.10705" NA NA NA NA NA NA NA
"60759" "2461" "1495" 0 0 1 0 0
"68247" "2780" "538" 1 0 0 0 0
"4989" "185" "763" 0 1 0 0 0
"NA.21043" NA NA NA NA NA NA NA
"NA.17843" NA NA NA NA NA NA NA
"11379" "435" "1185" 1 0 0 0 0
"30529" "1237" "1361" 0 1 0 0 0
"4868" "180" "1558" 1 0 0 0 0
"NA.20066" NA NA NA NA NA NA NA
"10229" "388" "1548" 0 0 0 0 1
"10909" "415" "150" 1 0 0 0 0
"52571" "2110" "1088" 0 0 0 0 1
"60710" "2460" "1780" 1 0 0 0 0
"69913" "2850" "1659" 0 0 0 0 1
"NA.10900" NA NA NA NA NA NA NA
"NA.20312" NA NA NA NA NA NA NA
"NA.3697" NA NA NA NA NA NA NA
"55490" "2233" "1253" 0 0 0 1 0
"9403" "350" "722" 1 0 0 0 0
"26980" "1100" "959" 1 0 0 0 0
"43159" "1749" "1084" 0 0 0 1 0
"NA.17470" NA NA NA NA NA NA NA
"50987" "2049" "2079" 0 0 1 0 0
"53714" "2159" "1056" 0 0 0 0 1
"43405" "1757" "1755" 0 0 0 1 0
"31524" "1285" "1893" 0 0 1 0 0
"54798" "2200" "1775" 0 1 0 0 0
"30402" "1231" "1537" 0 0 1 0 0
"68717" "2794" "1866" 0 0 1 0 0
"NA.25641" NA NA NA NA NA NA NA
"NA.4827" NA NA NA NA NA NA NA
"71570" "2904" "2083" 0 0 0 0 1
"72270" "2931" "714" 0 0 1 0 0
"NA.20892" NA NA NA NA NA NA NA
"43382" "1757" "932" 0 1 0 0 0
"68794" "2798" "1686" 0 0 1 0 0
"67691" "2754" "1893" 0 0 0 0 1
"13450" "516" "236" 0 1 0 0 0
"2498" "100" "1568" 0 0 0 0 1
"5942" "215" "1330" 0 0 0 1 0
"72352" "2933" "1594" 0 0 0 0 1
"25273" "1025" "1580" 0 0 0 0 1
"61990" "2509" "1692" 0 0 1 0 0
"58249" "2355" "1323" 0 0 1 0 0
"39339" "1600" "1578" 0 0 1 0 0
"57918" "2344" "784" 0 0 0 1 0
"61461" "2489" "1884" 0 0 1 0 0
"26897" "1096" "2147" 0 0 0 1 0
"57148" "2305" "866" 0 0 1 0 0
"21958" "888" "687" 0 0 0 1 0
"NA.5403" NA NA NA NA NA NA NA
"2658" "107" "824" 1 0 0 0 0
"40095" "1626" "2096" 0 0 0 0 1
"NA.12702" NA NA NA NA NA NA NA
"NA.25424" NA NA NA NA NA NA NA
"NA.16429" NA NA NA NA NA NA NA
"66094" "2693" "548" 0 1 0 0 0
"NA.21652" NA NA NA NA NA NA NA
"14124" "548" "687" 0 0 0 1 0
"12728" "490" "377" 0 0 0 1 0
"NA.829" NA NA NA NA NA NA NA
"16446" "654" "1609" 0 1 0 0 0
"67260" "2735" "446" 0 0 0 1 0
"5611" "204" "1931" 0 0 0 1 0
"NA.6469" NA NA NA NA NA NA NA
"50673" "2038" "823" 0 0 0 1 0
"65614" "2669" "583" 0 0 1 0 0
"41678" "1693" "661" 0 0 1 0 0
"56615" "2281" "1155" 0 0 1 0 0
"40809" "1655" "314" 0 1 0 0 0
"NA.14338" NA NA NA NA NA NA NA
"26380" "1071" "1736" 1 0 0 0 0
"26474" "1075" "2103" 0 0 0 1 0
"12398" "477" "780" 0 0 0 0 1
"59549" "2410" "1920" 0 0 0 0 1
"15099" "591" "959" 0 1 0 0 0
"67649" "2751" "540" 1 0 0 0 0
"NA.19214" NA NA NA NA NA NA NA
"23903" "965" "66" 0 0 1 0 0
"NA.13703" NA NA NA NA NA NA NA
"61341" "2484" "1356" 0 0 0 1 0
"48979" "1973" "959" 1 0 0 0 0
"NA.6475" NA NA NA NA NA NA NA
"38991" "1584" "1797" 1 0 0 0 0
"56327" "2270" "236" 0 0 1 0 0
"46436" "1872" "1180" 0 0 1 0 0
"NA.16864" NA NA NA NA NA NA NA
"37740" "1535" "1266" 0 0 0 1 0
"27361" "1114" "1763" 0 0 1 0 0
"50084" "2014" "361" 0 0 0 0 1
"39115" "1592" "2116" 0 0 0 0 1
"65904" "2682" "1705" 0 0 0 0 1
"31132" "1268" "188" 1 0 0 0 0
"60922" "2470" "1317" 0 0 1 0 0
"NA.13485" NA NA NA NA NA NA NA
"29196" "1186" "1816" 1 0 0 0 0
"NA.12384" NA NA NA NA NA NA NA
"9122" "342" "1244" 0 1 0 0 0
"52340" "2101" "1217" 0 0 0 1 0
"NA.20083" NA NA NA NA NA NA NA
"13377" "513" "275" 0 0 0 1 0
"70466" "2868" "1583" 0 1 0 0 0
"40684" "1650" "69" 0 0 0 1 0
"41057" "1665" "82" 0 0 1 0 0
"11178" "428" "1373" 0 0 0 0 1
"NA.23504" NA NA NA NA NA NA NA
"32442" "1325" "438" 1 0 0 0 0
"72760" "2950" "1015" 0 1 0 0 0
"53223" "2138" "601" 0 0 1 0 0
"22253" "902" "1819" 0 0 0 0 1
"41171" "1670" "599" 0 0 0 1 0
"NA.10636" NA NA NA NA NA NA NA
"35384" "1441" "944" 0 0 1 0 0
"43733" "1772" "1797" 0 0 0 1 0
"41080" "1665" "2116" 0 0 0 0 1
"11104" "424" "1173" 0 0 0 1 0
"23182" "935" "296" 0 0 1 0 0
"69609" "2840" "1049" 0 0 1 0 0
"NA.4285" NA NA NA NA NA NA NA
"NA.22111" NA NA NA NA NA NA NA
"NA.6768" NA NA NA NA NA NA NA
"39030" "1587" "66" 0 0 0 1 0
"NA.15086" NA NA NA NA NA NA NA
"49318" "1986" "687" 0 0 0 0 1
"22223" "900" "1215" 0 0 1 0 0
"NA.614" NA NA NA NA NA NA NA
"4439" "168" "1933" 0 0 0 0 1
"63771" "2583" "593" 0 0 0 1 0
"58560" "2367" "1818" 0 0 0 1 0
"52829" "2122" "593" 0 0 0 1 0
"NA.22289" NA NA NA NA NA NA NA
"35796" "1457" "1255" 0 0 0 1 0
"54736" "2198" "793" 0 1 0 0 0
"13250" "508" "696" 0 0 1 0 0
"55964" "2252" "1252" 0 0 0 1 0
"17086" "677" "1166" 0 0 0 0 1
"36943" "1503" "287" 0 0 0 0 1
"NA.13376" NA NA NA NA NA NA NA
"NA.3330" NA NA NA NA NA NA NA
"NA.26279" NA NA NA NA NA NA NA
"27681" "1129" "1396" 0 0 0 1 0
"35460" "1445" "90" 0 0 0 0 1
"NA.17751" NA NA NA NA NA NA NA
"17473" "694" "1126" 0 0 1 0 0
"1962" "78" "1782" 0 0 1 0 0
"NA.14065" NA NA NA NA NA NA NA
"NA.2857" NA NA NA NA NA NA NA
"54842" "2203" "240" 0 0 0 0 1
"11896" "459" "679" 1 0 0 0 0
"NA.823" NA NA NA NA NA NA NA
"9809" "370" "1169" 0 1 0 0 0
"57866" "2343" "401" 0 0 0 0 1
"13567" "521" "903" 0 1 0 0 0
"50415" "2027" "323" 0 0 0 1 0
"24101" "972" "1770" 1 0 0 0 0
"NA.11857" NA NA NA NA NA NA NA
"1549" "65" "426" 0 0 0 0 1
"22710" "918" "444" 0 0 0 1 0
"56500" "2276" "979" 0 0 1 0 0
"72067" "2925" "2121" 0 1 0 0 0
"NA.12414" NA NA NA NA NA NA NA
"9284" "347" "802" 0 0 1 0 0
"67205" "2733" "1140" 0 0 1 0 0
"37290" "1517" "1410" 0 0 1 0 0
"NA.12000" NA NA NA NA NA NA NA
"17131" "678" "1088" 1 0 0 0 0
"20416" "826" "1626" 0 0 1 0 0
"60192" "2435" "1748" 0 0 1 0 0
"NA.19830" NA NA NA NA NA NA NA
"50522" "2031" "1780" 0 1 0 0 0
"33380" "1361" "102" 0 0 0 0 1
"209" "27" "562" 0 0 0 1 0
"45866" "1849" "842" 0 1 0 0 0
"28375" "1156" "1760" 0 0 0 0 1
"17516" "695" "593" 0 0 1 0 0
"NA.25137" NA NA NA NA NA NA NA
"15025" "589" "1263" 0 0 1 0 0
"NA.3032" NA NA NA NA NA NA NA
"51321" "2062" "1722" 0 0 1 0 0
"1402" "60" "1187" 0 0 0 1 0
"NA.3565" NA NA NA NA NA NA NA
"17311" "686" "82" 0 0 0 0 1
"5105" "191" "361" 0 0 0 0 1
"43174" "1750" "538" 1 0 0 0 0
"NA.19643" NA NA NA NA NA NA NA
"NA.1316" NA NA NA NA NA NA NA
"13671" "526" "1215" 0 0 0 1 0
"42962" "1743" "377" 0 0 0 1 0
"15823" "627" "82" 0 0 0 1 0
"NA.10208" NA NA NA NA NA NA NA
"6488" "237" "458" 0 0 0 0 1
"NA.15336" NA NA NA NA NA NA NA
"22529" "910" "1250" 0 0 1 0 0
"30802" "1253" "96" 0 1 0 0 0
"34838" "1414" "538" 0 0 0 1 0
"58144" "2353" "139" 0 0 0 1 0
"25975" "1055" "593" 0 1 0 0 0
"NA.3298" NA NA NA NA NA NA NA
"11304" "432" "1610" 0 0 0 1 0
"NA.22394" NA NA NA NA NA NA NA
"NA.3634" NA NA NA NA NA NA NA
"NA.23094" NA NA NA NA NA NA NA
"61531" "2492" "1713" 0 1 0 0 0
"NA.22" NA NA NA NA NA NA NA
"11769" "454" "756" 0 0 1 0 0
"43171" "1750" "508" 1 0 0 0 0
"52918" "2125" "819" 0 0 0 1 0
"NA.7895" NA NA NA NA NA NA NA
"NA.1690" NA NA NA NA NA NA NA
"72849" "2954" "1325" 0 0 0 1 0
"49912" "2007" "979" 0 0 1 0 0
"1809" "73" "1276" 0 0 1 0 0
"NA.25538" NA NA NA NA NA NA NA
"9557" "360" "61" 0 0 1 0 0
"19736" "794" "1355" 0 0 0 0 1
"30291" "1227" "377" 0 1 0 0 0
"23081" "932" "47" 0 0 0 0 1
"9971" "375" "1686" 0 1 0 0 0
"12366" "476" "1643" 0 0 0 0 1
"59946" "2424" "868" 0 0 0 0 1
"71265" "2896" "1502" 0 0 1 0 0
"36983" "1503" "1946" 0 0 0 1 0
"53259" "2138" "1898" 0 1 0 0 0
"51162" "2057" "1461" 0 0 0 0 1
"46999" "1893" "1612" 0 0 0 1 0
"NA.6168" NA NA NA NA NA NA NA
"20905" "844" "1167" 0 0 0 0 1
"65160" "2645" "664" 0 0 0 1 0
"14710" "577" "805" 1 0 0 0 0
"72468" "2938" "1461" 0 0 0 1 0
"60297" "2439" "2083" 0 0 0 0 1
"37252" "1516" "1537" 0 0 0 1 0
"47356" "1907" "1354" 0 0 1 0 0
"NA.8633" NA NA NA NA NA NA NA
"NA.26042" NA NA NA NA NA NA NA
"16642" "663" "925" 0 0 0 1 0
"16263" "647" "2034" 0 0 0 0 1
"48768" "1965" "622" 0 1 0 0 0
"NA.12277" NA NA NA NA NA NA NA
"30939" "1260" "583" 0 0 0 0 1
"2548" "102" "620" 0 0 0 1 0
"NA.24126" NA NA NA NA NA NA NA
"69736" "2844" "1892" 0 0 0 1 0
"42452" "1725" "358" 1 0 0 0 0
"60607" "2455" "1780" 1 0 0 0 0
"NA.12629" NA NA NA NA NA NA NA
"1020" "50" "446" 0 0 1 0 0
"6680" "243" "1705" 1 0 0 0 0
"70282" "2864" "524" 0 0 0 0 1
"8251" "308" "377" 0 0 1 0 0
"1353" "59" "983" 0 0 1 0 0
"NA.20899" NA NA NA NA NA NA NA
"NA.14131" NA NA NA NA NA NA NA
"716" "43" "1499" 0 0 0 1 0
"1593" "66" "1784" 0 0 0 1 0
"37341" "1520" "1056" 0 1 0 0 0
"48638" "1961" "307" 0 0 0 1 0
"NA.16948" NA NA NA NA NA NA NA
"36292" "1474" "440" 0 0 0 1 0
"16921" "672" "989" 0 0 0 0 1
"56000" "2254" "696" 1 0 0 0 0
"45220" "1824" "626" 0 0 0 0 1
"36076" "1465" "1431" 1 0 0 0 0
"38800" "1576" "827" 0 1 0 0 0
"48279" "1947" "575" 0 0 1 0 0
"7669" "282" "1140" 0 0 1 0 0
"32061" "1310" "363" 0 0 0 0 1
"47922" "1931" "1252" 0 0 1 0 0
"59728" "2418" "659" 0 0 0 0 1
"62468" "2528" "562" 0 0 1 0 0
"1418" "61" "183" 0 1 0 0 0
"NA.17831" NA NA NA NA NA NA NA
"7458" "275" "715" 0 0 1 0 0
"65259" "2650" "602" 1 0 0 0 0
"NA.26505" NA NA NA NA NA NA NA
"38317" "1557" "296" 0 0 1 0 0
"17524" "695" "827" 0 0 1 0 0
"31085" "1265" "1354" 0 1 0 0 0
"17368" "689" "125" 0 1 0 0 0
"9415" "351" "2013" 0 0 0 0 1
"32633" "1331" "1391" 0 0 0 1 0
"64283" "2610" "1557" 1 0 0 0 0
"4638" "174" "1840" 0 0 0 1 0
"60369" "2443" "378" 0 1 0 0 0
"9029" "338" "664" 0 0 1 0 0
"44393" "1792" "1578" 1 0 0 0 0
"32437" "1325" "363" 0 0 0 0 1
"NA.24084" NA NA NA NA NA NA NA
"NA.21902" NA NA NA NA NA NA NA
"NA.17954" NA NA NA NA NA NA NA
"55313" "2227" "1255" 0 0 0 0 1
"43692" "1769" "1492" 0 0 0 0 1
"NA.21584" NA NA NA NA NA NA NA
"18642" "747" "377" 0 0 0 1 0
"21984" "888" "1575" 0 0 0 1 0
"NA.3004" NA NA NA NA NA NA NA
"NA.6016" NA NA NA NA NA NA NA
"NA.13473" NA NA NA NA NA NA NA
"1457" "62" "921" 0 0 0 0 1
"28601" "1166" "1219" 0 1 0 0 0
"NA.541" NA NA NA NA NA NA NA
"56336" "2270" "1461" 0 0 0 1 0
"30708" "1247" "1580" 0 0 1 0 0
"33373" "1360" "1482" 0 0 1 0 0
"54071" "2171" "1694" 0 0 1 0 0
"NA.2551" NA NA NA NA NA NA NA
"65396" "2656" "1784" 0 0 0 0 1
"26160" "1061" "143" 0 0 0 0 1
"NA.5575" NA NA NA NA NA NA NA
"NA.13267" NA NA NA NA NA NA NA
"27516" "1124" "1500" 1 0 0 0 0
"71929" "2920" "1306" 0 0 1 0 0
"NA.17188" NA NA NA NA NA NA NA
"NA.21726" NA NA NA NA NA NA NA
