"userID" "itemID" "r1" "r2" "r3" "r4" "r5"
"2333" "92" "1191" 0 0 0 0 1
"2342" "92" "1718" 0 0 0 0 1
"2352" "93" "971" 0 0 0 0 1
"2355" "93" "1338" 0 1 0 0 0
"2391" "94" "1591" 0 0 1 0 0
"2393" "94" "1731" 0 0 0 1 0
"2415" "95" "1283" 0 0 0 1 0
"2450" "98" "959" 0 0 1 0 0
"2483" "99" "2139" 0 0 0 1 0
"2490" "100" "1155" 0 0 1 0 0
"2514" "101" "305" 0 0 1 0 0
"2521" "101" "696" 0 1 0 0 0
"2532" "101" "1566" 0 0 1 0 0
"2548" "102" "620" 0 0 0 1 0
"2555" "102" "1263" 0 1 0 0 0
"2560" "102" "1809" 0 0 1 0 0
"2564" "103" "182" 0 0 1 0 0
"2668" "108" "314" 0 0 1 0 0
"2685" "108" "2098" 1 0 0 0 0
"2705" "109" "2147" 0 0 1 0 0
"2713" "110" "603" 1 0 0 0 0
"2719" "110" "1155" 0 0 1 0 0
"2733" "110" "2098" 0 0 1 0 0
"2793" "113" "1356" 0 0 0 1 0
"2829" "115" "467" 0 0 0 1 0
"2858" "115" "1729" 0 0 0 1 0
"2863" "115" "2019" 0 0 1 0 0
"2905" "117" "2002" 0 0 1 0 0
"2906" "117" "2085" 0 0 0 1 0
"2931" "119" "1250" 1 0 0 0 0
"2937" "119" "1645" 0 1 0 0 0
"2965" "121" "2050" 0 0 0 0 1
"2993" "122" "1729" 0 0 1 0 0
"2994" "122" "1776" 0 0 0 1 0
"3061" "127" "1049" 0 1 0 0 0
"3074" "128" "206" 0 0 1 0 0
"3093" "128" "787" 0 0 1 0 0
"3100" "128" "973" 0 1 0 0 0
"3174" "130" "593" 0 0 1 0 0
"3180" "130" "717" 0 0 0 0 1
"3220" "130" "1791" 0 0 0 0 1
"3230" "130" "2075" 0 0 0 1 0
"3251" "131" "870" 0 0 0 1 0
"3276" "132" "443" 0 0 0 1 0
"3277" "132" "538" 0 1 0 0 0
"3326" "133" "2015" 0 0 0 0 1
"3350" "134" "881" 1 0 0 0 0
"3365" "135" "240" 0 0 0 1 0
"3388" "136" "65" 0 0 1 0 0
"3391" "136" "314" 0 0 0 1 0
"3426" "137" "972" 0 0 1 0 0
"3434" "137" "1438" 1 0 0 0 0
"3453" "138" "1123" 0 1 0 0 0
"3461" "138" "1636" 1 0 0 0 0
"3482" "139" "1316" 0 1 0 0 0
"3524" "141" "350" 0 0 1 0 0
"3526" "141" "382" 0 0 1 0 0
"3579" "142" "1706" 0 0 0 0 1
"3628" "145" "456" 0 0 0 1 0
"3629" "145" "474" 0 0 0 1 0
"3640" "145" "1252" 0 1 0 0 0
"3643" "145" "1587" 0 0 0 1 0
"3674" "146" "1390" 1 0 0 0 0
"3690" "147" "587" 0 0 0 1 0
"3699" "147" "849" 1 0 0 0 0
"3717" "147" "1904" 0 0 1 0 0
"3731" "148" "296" 0 0 1 0 0
"3733" "148" "488" 0 0 0 1 0
"3750" "148" "1014" 0 0 0 1 0
"3762" "148" "1399" 0 1 0 0 0
"3769" "148" "1607" 0 0 1 0 0
"3786" "149" "182" 0 0 1 0 0
"3800" "149" "939" 1 0 0 0 0
"3847" "150" "1775" 0 0 0 0 1
"3857" "150" "2079" 1 0 0 0 0
"3863" "151" "132" 1 0 0 0 0
"3869" "151" "296" 0 0 1 0 0
"3880" "151" "798" 1 0 0 0 0
"3904" "151" "1687" 0 0 1 0 0
"3906" "151" "1747" 0 1 0 0 0
"3921" "152" "67" 0 0 1 0 0
"3923" "152" "150" 1 0 0 0 0
"3926" "152" "349" 0 0 1 0 0
"3954" "152" "1396" 0 0 0 1 0
"3984" "153" "920" 0 1 0 0 0
"4003" "153" "2068" 0 0 0 0 1
"4008" "154" "79" 0 0 0 0 1
"4018" "154" "554" 0 0 0 1 0
"4059" "155" "12" 0 0 1 0 0
"4091" "155" "1718" 0 0 1 0 0
"4101" "156" "135" 1 0 0 0 0
"4117" "157" "722" 0 0 1 0 0
"4122" "157" "1393" 0 1 0 0 0
"4127" "157" "1711" 0 0 0 1 0
"4157" "159" "147" 0 0 1 0 0
"4172" "159" "682" 0 0 0 0 1
"4179" "159" "893" 0 0 1 0 0
"4198" "159" "1513" 0 0 0 1 0
"4202" "159" "1620" 0 0 1 0 0
"4211" "159" "1984" 0 1 0 0 0
"4248" "160" "1521" 0 0 0 1 0
"4259" "160" "2099" 0 0 0 0 1
"4278" "162" "366" 0 0 0 0 1
"4311" "164" "1371" 0 0 1 0 0
"4323" "165" "1171" 1 0 0 0 0
"4325" "165" "1582" 0 0 1 0 0
"4341" "166" "296" 0 0 0 1 0
"4357" "166" "919" 0 0 0 0 1
"4361" "166" "973" 0 1 0 0 0
"4370" "166" "1391" 0 0 1 0 0
"4386" "166" "1920" 0 1 0 0 0
"4387" "166" "1959" 0 0 0 1 0
"4430" "168" "1186" 0 1 0 0 0
"4432" "168" "1594" 0 0 0 1 0
"4447" "170" "67" 0 0 1 0 0
"4456" "170" "352" 0 0 0 1 0
"4464" "170" "595" 0 1 0 0 0
"4471" "170" "907" 0 1 0 0 0
"4491" "170" "1695" 0 0 0 1 0
"4494" "170" "1851" 0 1 0 0 0
"4495" "170" "1854" 0 0 1 0 0
"4506" "171" "193" 0 0 0 1 0
"4541" "172" "147" 0 0 1 0 0
"4546" "172" "299" 0 0 1 0 0
"4559" "172" "883" 0 0 0 1 0
"4624" "174" "944" 0 1 0 0 0
"4645" "175" "443" 0 0 0 1 0
"4647" "175" "621" 1 0 0 0 0
"4662" "175" "1407" 1 0 0 0 0
"4695" "176" "919" 0 1 0 0 0
"4709" "176" "1843" 0 0 0 1 0
"4738" "178" "296" 0 0 1 0 0
"4780" "179" "147" 0 0 0 1 0
"4802" "179" "930" 0 0 0 0 1
"4812" "179" "1241" 0 0 0 1 0
"4866" "180" "1495" 0 1 0 0 0
"4902" "182" "262" 0 0 0 1 0
"4907" "182" "613" 0 0 0 1 0
"4934" "183" "112" 0 0 0 1 0
"4954" "183" "1816" 0 0 0 1 0
"4977" "184" "1718" 0 0 0 0 1
"4985" "185" "150" 1 0 0 0 0
"5037" "188" "1275" 0 1 0 0 0
"5044" "188" "1686" 0 0 0 0 1
"5064" "189" "1161" 0 0 1 0 0
"5081" "190" "638" 0 0 1 0 0
"5091" "190" "1482" 0 1 0 0 0
"5123" "191" "1575" 0 0 0 0 1
"5157" "192" "1709" 0 0 0 1 0
"5181" "193" "440" 0 0 0 0 1
"5187" "193" "602" 0 1 0 0 0
"5197" "193" "945" 0 0 0 1 0
"5203" "193" "1038" 1 0 0 0 0
"5205" "193" "1178" 0 0 0 1 0
"5229" "193" "1841" 0 0 0 0 1
"5272" "195" "591" 0 0 0 1 0
"5282" "195" "893" 0 0 0 1 0
"5308" "195" "1755" 0 0 0 0 1
"5404" "198" "1875" 0 0 0 0 1
"5428" "199" "1904" 0 0 0 1 0
"5432" "200" "34" 1 0 0 0 0
"5442" "200" "944" 0 0 0 1 0
"5486" "201" "1956" 0 0 0 1 0
"5500" "202" "829" 0 0 0 1 0
"5551" "203" "1866" 0 0 0 0 1
"5552" "203" "1946" 0 1 0 0 0
"5598" "204" "1597" 0 0 0 0 1
"5617" "205" "1502" 0 0 0 0 1
"5638" "207" "204" 0 0 0 0 1
"5645" "207" "363" 0 0 1 0 0
"5660" "207" "787" 0 0 1 0 0
"5687" "207" "1686" 0 0 0 0 1
"5691" "207" "1776" 0 0 1 0 0
"5716" "208" "1763" 0 1 0 0 0
"5755" "211" "26" 0 0 0 0 1
"5759" "211" "155" 0 1 0 0 0
"5769" "211" "613" 0 0 0 1 0
"5778" "211" "1017" 1 0 0 0 0
"5788" "211" "1499" 0 0 0 0 1
"5872" "213" "1812" 0 0 0 1 0
"5891" "214" "828" 1 0 0 0 0
"5895" "214" "964" 1 0 0 0 0
"5919" "215" "196" 0 0 1 0 0
"5969" "216" "802" 0 0 0 0 1
"5972" "216" "870" 0 0 0 1 0
"5995" "217" "426" 0 0 0 0 1
"5999" "217" "802" 0 0 0 1 0
"6073" "220" "827" 0 0 0 1 0
"6096" "222" "252" 0 0 0 0 1
"6106" "222" "1086" 0 0 0 1 0
"6128" "223" "1072" 0 0 0 1 0
"6141" "224" "17" 0 0 0 0 1
"6176" "225" "527" 0 0 0 0 1
"6190" "225" "1315" 0 1 0 0 0
"6213" "225" "2102" 0 0 1 0 0
"6230" "226" "1145" 0 0 0 1 0
"6262" "227" "436" 0 0 0 0 1
"6284" "227" "1705" 0 0 0 1 0
"6286" "227" "1780" 0 0 1 0 0
"6295" "228" "66" 1 0 0 0 0
"6296" "228" "96" 0 1 0 0 0
"6303" "229" "599" 0 0 0 1 0
"6328" "230" "1312" 1 0 0 0 0
"6353" "232" "835" 0 0 0 0 1
"6380" "233" "1356" 0 1 0 0 0
"6396" "235" "79" 0 0 0 1 0
"6406" "235" "401" 0 0 0 1 0
"6409" "235" "530" 0 0 0 0 1
"6414" "235" "603" 0 1 0 0 0
"6464" "235" "1877" 1 0 0 0 0
"6473" "236" "538" 1 0 0 0 0
"6474" "236" "918" 0 1 0 0 0
"6485" "237" "61" 0 0 1 0 0
"6490" "237" "704" 0 0 1 0 0
"6495" "237" "1049" 0 0 0 1 0
"6544" "239" "827" 0 0 1 0 0
"6557" "240" "61" 0 0 1 0 0
"6564" "240" "507" 1 0 0 0 0
"6618" "241" "1819" 0 0 0 0 1
"6627" "242" "115" 0 0 1 0 0
"6649" "242" "1317" 0 1 0 0 0
"6675" "243" "1400" 0 1 0 0 0
"6698" "244" "946" 0 0 1 0 0
"6712" "244" "1687" 1 0 0 0 0
"6725" "245" "126" 0 0 1 0 0
"6754" "245" "1843" 0 0 0 0 1
"6756" "245" "2004" 0 1 0 0 0
"6788" "247" "12" 1 0 0 0 0
"6854" "248" "1834" 0 0 0 0 1
"6884" "251" "61" 0 0 1 0 0
"6897" "251" "1784" 0 0 0 1 0
"6925" "253" "575" 0 0 0 0 1
"6930" "253" "728" 0 0 0 1 0
"6942" "253" "1711" 0 0 0 1 0
"6945" "253" "1925" 0 0 1 0 0
"6947" "253" "2036" 0 1 0 0 0
"6950" "253" "2147" 1 0 0 0 0
"6956" "254" "432" 1 0 0 0 0
"6967" "254" "1158" 1 0 0 0 0
"6996" "255" "1817" 0 1 0 0 0
"7004" "256" "314" 0 1 0 0 0
"7019" "256" "1797" 0 1 0 0 0
"7033" "257" "1155" 0 0 1 0 0
"7045" "258" "34" 0 0 1 0 0
"7063" "258" "1155" 1 0 0 0 0
"7064" "258" "1205" 0 0 1 0 0
"7071" "258" "1711" 0 0 0 1 0
"7072" "258" "1881" 0 1 0 0 0
"7101" "260" "1686" 0 0 0 0 1
"7105" "260" "2052" 0 0 1 0 0
"7118" "262" "363" 0 0 1 0 0
"7128" "262" "787" 0 1 0 0 0
"7148" "262" "2053" 0 0 0 0 1
"7162" "264" "621" 0 0 0 1 0
"7213" "265" "1877" 0 0 0 1 0
"7222" "266" "554" 0 0 0 0 1
"7254" "268" "750" 0 0 0 1 0
"7279" "269" "763" 0 0 1 0 0
"7293" "269" "2108" 0 0 1 0 0
"7299" "270" "420" 0 0 0 0 1
"7323" "271" "1302" 0 0 1 0 0
"7371" "273" "1584" 0 0 1 0 0
"7373" "273" "1666" 0 0 1 0 0
"7413" "274" "1191" 0 0 1 0 0
"7430" "274" "1780" 1 0 0 0 0
"7441" "275" "20" 0 0 0 0 1
"7443" "275" "150" 0 0 0 1 0
"7481" "275" "1984" 0 0 0 1 0
"7491" "276" "944" 0 0 0 0 1
"7512" "277" "369" 1 0 0 0 0
"7557" "278" "377" 1 0 0 0 0
"7579" "279" "1067" 0 1 0 0 0
"7596" "280" "555" 0 0 0 1 0
"7599" "280" "624" 0 0 0 0 1
"7614" "280" "1763" 0 0 1 0 0
"7631" "281" "587" 1 0 0 0 0
"7634" "281" "805" 0 0 0 1 0
"7639" "281" "1187" 0 0 0 1 0
"7778" "286" "70" 1 0 0 0 0
"7802" "286" "2098" 1 0 0 0 0
"7804" "287" "320" 0 0 0 0 1
"7806" "287" "672" 0 0 0 1 0
"7820" "288" "135" 0 0 1 0 0
"7831" "288" "1356" 0 1 0 0 0
"7897" "291" "918" 0 0 1 0 0
"7938" "293" "989" 0 0 1 0 0
"7941" "293" "1356" 1 0 0 0 0
"7982" "294" "1817" 1 0 0 0 0
"8037" "296" "494" 0 0 0 0 1
"8078" "298" "119" 0 0 0 1 0
"8084" "298" "575" 0 0 1 0 0
"8087" "298" "638" 0 1 0 0 0
"8107" "299" "944" 0 0 0 0 1
"8119" "300" "613" 1 0 0 0 0
"8143" "301" "536" 0 0 0 1 0
"8145" "301" "763" 0 0 0 1 0
"8207" "305" "1189" 0 0 1 0 0
"8210" "305" "2097" 0 0 1 0 0
"8243" "307" "1897" 0 1 0 0 0
"8291" "309" "1780" 1 0 0 0 0
"8320" "310" "1687" 1 0 0 0 0
"8346" "311" "823" 0 0 1 0 0
"8347" "311" "827" 0 0 0 1 0
"8354" "311" "1537" 0 0 1 0 0
"8358" "311" "1816" 0 0 0 1 0
"8375" "312" "2086" 0 0 0 1 0
"8421" "315" "19" 1 0 0 0 0
"8426" "315" "297" 1 0 0 0 0
"8525" "320" "240" 0 0 0 1 0
"8527" "320" "432" 0 0 1 0 0
"8535" "320" "1666" 0 0 1 0 0
"8537" "321" "15" 0 0 1 0 0
"8585" "323" "1056" 1 0 0 0 0
"8592" "323" "1904" 0 0 0 1 0
"8605" "324" "959" 1 0 0 0 0
"8646" "325" "1685" 0 0 1 0 0
"8650" "325" "1809" 1 0 0 0 0
"8680" "327" "82" 0 1 0 0 0
"8698" "328" "230" 0 0 0 1 0
"8712" "328" "695" 1 0 0 0 0
"8717" "328" "1050" 0 1 0 0 0
"8729" "328" "1437" 0 0 1 0 0
"8731" "328" "1449" 0 0 0 1 0
"8742" "328" "1780" 0 1 0 0 0
"8750" "328" "2034" 0 1 0 0 0
"8781" "330" "988" 0 0 0 1 0
"8800" "331" "369" 0 0 1 0 0
"8809" "331" "1002" 0 1 0 0 0
"8816" "331" "1548" 0 1 0 0 0
"8863" "333" "750" 0 0 0 0 1
"8864" "333" "790" 0 0 0 0 1
"8889" "334" "737" 0 0 0 1 0
"8903" "335" "57" 0 0 0 1 0
"8925" "335" "1686" 0 0 0 0 1
"8945" "336" "873" 0 0 0 1 0
"8948" "336" "1158" 1 0 0 0 0
"8961" "337" "14" 0 0 0 1 0
"8966" "337" "204" 0 0 0 0 1
"8973" "337" "436" 0 0 0 1 0
"9015" "337" "1736" 0 1 0 0 0
"9024" "337" "2053" 0 0 0 0 1
"9054" "340" "114" 0 1 0 0 0
"9073" "340" "1059" 0 0 1 0 0
"9086" "340" "1676" 0 0 1 0 0
"9104" "341" "664" 0 1 0 0 0
"9112" "341" "1797" 0 0 1 0 0
"9131" "343" "442" 0 0 0 1 0
"9138" "343" "868" 0 0 1 0 0
"9188" "345" "252" 0 0 0 0 1
"9205" "345" "1301" 0 0 0 1 0
"9233" "346" "827" 0 0 0 0 1
"9251" "346" "1594" 0 0 0 0 1
"9259" "346" "1866" 0 0 0 1 0
"9271" "347" "228" 0 1 0 0 0
"9276" "347" "502" 0 1 0 0 0
"9299" "347" "1698" 0 0 1 0 0
"9301" "347" "1763" 0 1 0 0 0
"9340" "348" "1925" 0 0 1 0 0
"9369" "349" "1156" 0 0 0 1 0
"9392" "349" "1945" 0 0 0 1 0
"9396" "349" "2076" 0 0 0 1 0
"9440" "354" "129" 0 0 1 0 0
"9461" "356" "273" 1 0 0 0 0
"9506" "357" "2098" 1 0 0 0 0
"9591" "362" "314" 0 0 0 0 1
"9597" "362" "1011" 0 0 0 1 0
"9623" "363" "554" 0 0 0 1 0
"9644" "363" "1747" 0 1 0 0 0
"9668" "365" "508" 1 0 0 0 0
"9671" "365" "575" 0 0 0 0 1
"9678" "365" "944" 0 0 1 0 0
"9685" "365" "1709" 0 0 0 0 1
"9687" "365" "1881" 0 0 0 0 1
"9698" "366" "119" 0 0 0 0 1
"9705" "366" "638" 1 0 0 0 0
"9712" "366" "1156" 0 1 0 0 0
"9717" "366" "1939" 0 0 1 0 0
"9718" "366" "2007" 0 0 1 0 0
"9721" "367" "57" 0 1 0 0 0
"9724" "367" "269" 0 0 0 0 1
"9738" "368" "260" 0 1 0 0 0
"9755" "368" "1284" 1 0 0 0 0
"9768" "368" "2034" 0 0 0 0 1
"9773" "369" "849" 0 0 0 1 0
"9791" "370" "554" 0 0 0 1 0
"9797" "370" "772" 0 1 0 0 0
"9809" "370" "1169" 0 1 0 0 0
"9852" "372" "401" 0 1 0 0 0
"9871" "372" "945" 0 0 1 0 0
"9876" "372" "1028" 0 0 0 1 0
"9886" "372" "1392" 0 0 1 0 0
"9898" "372" "1747" 0 0 0 1 0
"9942" "374" "793" 0 1 0 0 0
"9957" "374" "1705" 1 0 0 0 0
