"userID" "itemID" "r1" "r2" "r3" "r4" "r5"
"5904" "214" "1399" 0 0 0 0 1
"8805" "331" "866" 0 0 0 0 1
"5925" "215" "616" 0 0 0 0 1
"897" "47" "900" 0 0 0 1 0
"9561" "360" "704" 0 1 0 0 0
"8865" "333" "856" 1 0 0 0 0
"70" "10" "678" 0 0 0 1 0
"2111" "82" "1809" 0 0 1 0 0
"9921" "373" "1312" 0 1 0 0 0
"7611" "280" "1354" 0 1 0 0 0
"762" "44" "897" 0 0 0 0 1
"9533" "358" "1686" 1 0 0 0 0
"8770" "330" "125" 0 0 1 0 0
"6850" "248" "1397" 0 1 0 0 0
"3505" "140" "1382" 1 0 0 0 0
"1023" "50" "602" 0 1 0 0 0
"1532" "64" "1314" 0 0 1 0 0
"1157" "53" "646" 0 0 1 0 0
"9520" "358" "727" 1 0 0 0 0
"2282" "89" "1275" 0 1 0 0 0
"6307" "229" "1041" 0 0 1 0 0
"7946" "293" "1899" 0 0 1 0 0
"3995" "153" "1603" 0 0 0 1 0
"1448" "62" "692" 0 0 0 0 1
"4515" "171" "722" 0 0 0 1 0
"7122" "262" "563" 0 1 0 0 0
"3669" "146" "1066" 0 0 0 0 1
"5038" "188" "1468" 0 0 0 1 0
"8158" "302" "214" 0 0 1 0 0
"6272" "227" "1030" 0 0 1 0 0
"4888" "181" "736" 0 0 0 1 0
"7575" "279" "856" 1 0 0 0 0
"6337" "231" "624" 0 0 0 1 0
"6892" "251" "1203" 0 0 0 1 0
"5833" "212" "1591" 1 0 0 0 0
"9746" "368" "717" 0 0 1 0 0
"6873" "249" "1361" 0 0 1 0 0
"6637" "242" "599" 0 0 0 0 1
"3183" "130" "797" 0 0 0 0 1
"1396" "60" "849" 0 1 0 0 0
"4383" "166" "1755" 0 0 1 0 0
"6311" "229" "2057" 0 0 1 0 0
"1006" "49" "1952" 0 0 0 0 1
"720" "43" "1588" 0 0 0 1 0
"6667" "243" "675" 0 1 0 0 0
"3231" "130" "2083" 0 1 0 0 0
"4883" "181" "97" 0 0 0 0 1
"2683" "108" "2013" 1 0 0 0 0
"4794" "179" "693" 0 1 0 0 0
"3506" "140" "1603" 0 0 0 0 1
"9873" "372" "973" 1 0 0 0 0
"2927" "119" "626" 0 1 0 0 0
"8275" "308" "1780" 0 1 0 0 0
"3849" "150" "1851" 0 0 0 1 0
"1108" "51" "1464" 0 0 1 0 0
"2510" "101" "182" 0 0 0 1 0
"1408" "60" "1763" 1 0 0 0 0
"5437" "200" "638" 0 0 0 0 1
"680" "43" "26" 0 0 0 1 0
"3771" "148" "1738" 0 0 1 0 0
"6992" "255" "1312" 0 0 0 1 0
"7983" "294" "1829" 0 1 0 0 0
"5863" "213" "1414" 0 0 1 0 0
"794" "45" "204" 0 0 1 0 0
"9818" "370" "1594" 1 0 0 0 0
"3164" "130" "260" 0 0 0 0 1
"7260" "268" "1504" 0 0 0 0 1
"9501" "357" "1686" 0 1 0 0 0
"9258" "346" "1808" 0 0 1 0 0
"4006" "154" "52" 0 1 0 0 0
"1483" "62" "1931" 0 0 0 1 0
"745" "44" "361" 0 0 0 1 0
"4651" "175" "722" 0 1 0 0 0
"2403" "95" "717" 0 0 0 0 1
"1104" "51" "1310" 0 1 0 0 0
"3916" "151" "2077" 0 0 1 0 0
"647" "42" "67" 1 0 0 0 0
"5303" "195" "1537" 0 0 0 1 0
"8097" "298" "1722" 0 0 0 0 1
"7845" "289" "369" 0 0 0 0 1
"2808" "114" "66" 0 0 1 0 0
"4850" "180" "595" 0 0 1 0 0
"6674" "243" "1369" 0 1 0 0 0
"6391" "234" "96" 0 0 1 0 0
"6314" "230" "228" 1 0 0 0 0
"275" "31" "1827" 0 0 1 0 0
"9229" "346" "682" 1 0 0 0 0
"866" "46" "742" 0 0 0 0 1
"7257" "268" "1155" 0 0 1 0 0
"526" "37" "1038" 0 1 0 0 0
"7794" "286" "1356" 1 0 0 0 0
"6387" "233" "2052" 1 0 0 0 0
"1704" "71" "1169" 0 0 0 1 0
"5256" "195" "51" 1 0 0 0 0
"651" "42" "230" 0 0 1 0 0
"7404" "274" "945" 0 0 0 0 1
"6084" "220" "1705" 0 0 0 0 1
"1451" "62" "787" 0 0 0 1 0
"3554" "141" "1739" 0 0 1 0 0
"7011" "256" "1049" 0 0 0 1 0
"8595" "324" "34" 0 0 0 0 1
"8462" "316" "1140" 0 0 0 0 1
"5589" "204" "1281" 0 0 0 0 1
"370" "33" "1629" 0 0 1 0 0
"8286" "309" "377" 0 0 1 0 0
"1031" "50" "827" 0 1 0 0 0
"1851" "75" "505" 0 0 0 1 0
"7115" "262" "252" 0 0 1 0 0
"4708" "176" "1808" 0 0 1 0 0
"8559" "322" "575" 1 0 0 0 0
"4294" "163" "866" 0 0 1 0 0
"8843" "332" "977" 1 0 0 0 0
"6237" "226" "1548" 0 0 0 1 0
"1647" "68" "1193" 1 0 0 0 0
"5390" "198" "1056" 0 0 1 0 0
"2013" "79" "1607" 0 0 0 0 1
"3030" "124" "1942" 0 0 0 0 1
"2193" "86" "206" 0 1 0 0 0
"256" "31" "361" 0 0 0 0 1
"7594" "280" "305" 0 0 1 0 0
"4215" "159" "2099" 0 0 0 0 1
"8700" "328" "248" 0 1 0 0 0
"2944" "121" "61" 0 0 0 0 1
"2234" "86" "2077" 1 0 0 0 0
"1502" "63" "1504" 0 1 0 0 0
"1927" "77" "1672" 0 1 0 0 0
"6919" "253" "119" 0 0 1 0 0
"7287" "269" "1317" 0 0 0 1 0
"38" "6" "1180" 0 0 0 0 1
"908" "47" "1466" 0 1 0 0 0
"10" "3" "140" 0 0 0 1 0
"8246" "308" "36" 0 0 0 0 1
"9948" "374" "1074" 0 0 1 0 0
"6561" "240" "171" 0 0 0 1 0
"4703" "176" "1464" 0 0 0 1 0
"9187" "345" "179" 0 0 0 1 0
"1744" "72" "436" 0 0 0 0 1
"6620" "241" "1837" 1 0 0 0 0
"7797" "286" "1756" 1 0 0 0 0
"9830" "371" "664" 0 1 0 0 0
"3459" "138" "1530" 1 0 0 0 0
"9413" "351" "1084" 0 0 0 1 0
"8064" "297" "307" 0 1 0 0 0
"1479" "62" "1827" 0 1 0 0 0
"1865" "75" "1202" 0 0 1 0 0
"8944" "336" "849" 1 0 0 0 0
"5578" "204" "936" 0 1 0 0 0
"4190" "159" "1241" 0 0 1 0 0
"57" "9" "1067" 0 0 0 1 0
"615" "41" "676" 0 0 0 0 1
"8562" "322" "622" 0 0 1 0 0
"5812" "212" "350" 0 0 1 0 0
"4499" "170" "2021" 0 1 0 0 0
"9098" "340" "2070" 0 0 1 0 0
"2346" "93" "112" 0 0 1 0 0
"1701" "71" "964" 0 0 0 0 1
"4632" "174" "1485" 0 0 1 0 0
"8459" "316" "659" 0 0 1 0 0
"4253" "160" "1701" 0 0 0 0 1
"5492" "202" "320" 1 0 0 0 0
"3774" "148" "1803" 0 0 0 0 1
"1725" "71" "1854" 0 0 1 0 0
"374" "33" "1729" 0 1 0 0 0
"1000" "49" "1739" 0 0 0 0 1
"5484" "201" "1672" 1 0 0 0 0
"4583" "172" "1687" 0 0 1 0 0
"4024" "154" "693" 1 0 0 0 0
"3818" "149" "1893" 0 0 0 0 1
"852" "46" "14" 0 0 0 0 1
"415" "35" "672" 0 0 1 0 0
"555" "38" "443" 0 0 1 0 0
"5053" "189" "426" 0 0 0 0 1
"4806" "179" "1025" 0 0 0 0 1
"1564" "65" "1904" 0 0 0 0 1
"8279" "308" "1936" 0 0 0 0 1
"2495" "100" "1492" 0 0 0 0 1
"2655" "107" "386" 0 0 0 1 0
"2273" "89" "82" 0 0 1 0 0
"1639" "67" "1887" 0 0 0 1 0
"3289" "132" "1393" 0 0 1 0 0
"231" "29" "2114" 0 0 0 0 1
"6" "2" "756" 0 0 0 1 0
"4592" "172" "1941" 1 0 0 0 0
"6051" "219" "135" 0 1 0 0 0
"1983" "79" "530" 0 0 1 0 0
"2882" "116" "1321" 0 0 0 0 1
"1644" "67" "2149" 1 0 0 0 0
"9103" "341" "135" 1 0 0 0 0
"7667" "282" "932" 0 0 0 1 0
"1474" "62" "1744" 0 0 1 0 0
"4631" "174" "1468" 0 1 0 0 0
"5489" "201" "2147" 0 0 1 0 0
"428" "35" "1337" 1 0 0 0 0
"603" "40" "1840" 0 0 0 0 1
"5590" "204" "1287" 0 0 0 1 0
"5634" "207" "41" 0 0 1 0 0
"6927" "253" "638" 0 0 1 0 0
"3738" "148" "682" 0 0 1 0 0
"5495" "202" "621" 0 0 0 1 0
"3520" "141" "150" 0 1 0 0 0
"6876" "249" "1722" 0 0 0 1 0
"8152" "301" "1439" 0 0 0 0 1
"8162" "302" "307" 0 0 0 1 0
"7301" "270" "1756" 0 0 0 1 0
"3467" "138" "2100" 0 0 0 0 1
"4412" "167" "1775" 0 0 0 1 0
"5040" "188" "1504" 0 0 1 0 0
"6260" "227" "363" 0 0 0 1 0
"5851" "213" "474" 0 0 0 1 0
"1703" "71" "1027" 0 1 0 0 0
"8159" "302" "260" 0 0 0 0 1
"8974" "337" "440" 0 0 1 0 0
"1966" "78" "2009" 0 1 0 0 0
"219" "29" "115" 0 0 0 0 1
"970" "49" "150" 1 0 0 0 0
"4187" "159" "1040" 0 1 0 0 0
"5804" "212" "67" 0 0 0 1 0
"676" "42" "2085" 0 0 1 0 0
"9525" "358" "1127" 1 0 0 0 0
"1820" "74" "132" 0 0 0 1 0
"703" "43" "903" 0 0 0 1 0
"896" "47" "858" 0 0 0 0 1
"4269" "161" "1495" 0 0 0 0 1
"5965" "216" "420" 0 0 0 1 0
"3423" "137" "827" 0 0 0 1 0
"98" "13" "2079" 0 1 0 0 0
"4102" "156" "178" 0 0 0 1 0
"7120" "262" "436" 0 0 0 0 1
"6107" "222" "1281" 0 0 0 1 0
"1409" "60" "1784" 0 1 0 0 0
"4457" "170" "401" 0 0 1 0 0
"2445" "98" "119" 1 0 0 0 0
"8728" "328" "1419" 0 0 0 1 0
"1678" "70" "1645" 1 0 0 0 0
"8217" "306" "1049" 0 0 1 0 0
"390" "34" "438" 0 0 1 0 0
"3036" "125" "314" 0 0 0 1 0
"3672" "146" "1202" 0 1 0 0 0
"724" "43" "1695" 0 0 1 0 0
"9794" "370" "682" 1 0 0 0 0
"7269" "269" "115" 0 0 1 0 0
"1629" "67" "1608" 0 0 1 0 0
"5695" "207" "2009" 0 0 1 0 0
"3229" "130" "2053" 0 0 1 0 0
"7707" "283" "1817" 0 0 1 0 0
"5548" "203" "1805" 0 0 0 1 0
"5125" "191" "1662" 0 0 0 1 0
"1389" "60" "475" 0 0 0 0 1
"889" "47" "603" 0 0 0 1 0
"7330" "271" "1784" 0 0 1 0 0
"2996" "122" "1995" 1 0 0 0 0
"9376" "349" "1548" 0 0 0 0 1
"2129" "83" "1250" 1 0 0 0 0
"6542" "239" "446" 1 0 0 0 0
"4073" "155" "624" 0 0 0 0 1
"3748" "148" "965" 0 0 0 1 0
"7679" "283" "182" 0 0 1 0 0
"7652" "281" "2100" 0 0 0 1 0
"9510" "358" "82" 0 0 0 1 0
"9835" "371" "1722" 1 0 0 0 0
"934" "48" "554" 0 1 0 0 0
"8873" "333" "1840" 0 0 1 0 0
"9953" "374" "1314" 0 1 0 0 0
"2840" "115" "838" 0 0 0 1 0
"1751" "72" "692" 0 0 1 0 0
"2477" "99" "1739" 0 0 1 0 0
"3776" "148" "1880" 1 0 0 0 0
"2090" "81" "2004" 0 0 0 0 1
"8528" "320" "538" 0 1 0 0 0
"9513" "358" "135" 0 1 0 0 0
"1141" "52" "1382" 0 0 0 1 0
"681" "43" "41" 0 0 1 0 0
"1892" "76" "802" 0 0 0 1 0
"5101" "190" "2139" 0 0 1 0 0
"8679" "326" "2034" 0 0 1 0 0
"23" "4" "501" 0 0 0 0 1
"5367" "197" "79" 0 0 0 1 0
"5975" "216" "1072" 0 0 0 0 1
"7542" "277" "1576" 0 0 1 0 0
"8588" "323" "1252" 0 1 0 0 0
"1553" "65" "805" 0 0 0 1 0
"7786" "286" "790" 0 0 1 0 0
"2368" "94" "41" 0 1 0 0 0
"4612" "173" "1615" 0 0 0 0 1
"2143" "84" "262" 1 0 0 0 0
"7775" "286" "42" 0 0 0 1 0
"7078" "259" "1049" 1 0 0 0 0
"8303" "310" "702" 0 0 0 1 0
"2804" "113" "2087" 0 0 0 1 0
"4015" "154" "430" 0 0 1 0 0
"3283" "132" "805" 0 0 0 0 1
"8478" "317" "2085" 0 0 1 0 0
"5268" "195" "352" 0 0 1 0 0
"9584" "361" "873" 0 0 1 0 0
"280" "32" "119" 0 0 0 1 0
"9008" "337" "1536" 0 1 0 0 0
"4312" "164" "1376" 0 0 1 0 0
"1299" "57" "1450" 1 0 0 0 0
"9810" "370" "1185" 1 0 0 0 0
"2014" "79" "1620" 0 0 0 1 0
"6436" "235" "1040" 0 0 1 0 0
"4143" "158" "801" 0 0 0 0 1
"7434" "274" "1959" 0 0 0 1 0
"7818" "288" "57" 0 1 0 0 0
"8815" "331" "1443" 0 0 1 0 0
"1300" "57" "1812" 1 0 0 0 0
"4723" "177" "1243" 1 0 0 0 0
"3495" "140" "717" 0 0 0 0 1
"9945" "374" "932" 0 1 0 0 0
"9759" "368" "1576" 0 0 0 1 0
"5425" "199" "1692" 0 0 1 0 0
"5681" "207" "1513" 0 0 0 0 1
"5559" "204" "139" 0 0 0 1 0
"9101" "340" "2112" 1 0 0 0 0
"2542" "102" "259" 0 0 1 0 0
"9868" "372" "831" 0 0 1 0 0
"8814" "331" "1301" 0 1 0 0 0
"6099" "222" "304" 0 1 0 0 0
"9464" "356" "357" 0 0 0 0 1
"6077" "220" "1140" 0 0 0 0 1
"1068" "51" "79" 0 0 0 0 1
"8669" "326" "893" 1 0 0 0 0
"5910" "214" "1998" 0 0 0 1 0
"2491" "100" "1275" 0 0 0 0 1
"5362" "196" "2026" 0 0 0 0 1
"4874" "180" "1782" 0 1 0 0 0
"7578" "279" "1050" 0 0 1 0 0
"9081" "340" "1369" 0 0 1 0 0
"9943" "374" "827" 0 0 1 0 0
"7642" "281" "1312" 1 0 0 0 0
"7832" "288" "1666" 0 1 0 0 0
"9899" "372" "1750" 0 1 0 0 0
"6742" "245" "1195" 0 0 0 1 0
"9096" "340" "2043" 0 0 0 1 0
"6206" "225" "1844" 0 0 1 0 0
"8619" "325" "323" 1 0 0 0 0
"8443" "315" "1500" 0 1 0 0 0
"5103" "190" "2152" 0 1 0 0 0
"2072" "81" "196" 0 0 0 1 0
"8364" "312" "401" 0 0 0 0 1
"9478" "356" "1877" 0 0 0 0 1
"7777" "286" "61" 0 0 1 0 0
"801" "45" "436" 0 0 0 0 1
"9391" "349" "1942" 0 0 0 0 1
"6733" "245" "676" 0 0 0 0 1
"6538" "239" "304" 0 1 0 0 0
"3234" "131" "58" 0 1 0 0 0
"2289" "89" "1770" 0 1 0 0 0
"8498" "318" "1537" 0 0 0 1 0
"7516" "277" "408" 0 0 1 0 0
"8504" "319" "17" 0 0 0 0 1
"7657" "282" "252" 1 0 0 0 0
"7041" "257" "1817" 0 1 0 0 0
"6444" "235" "1241" 0 0 0 1 0
"7370" "273" "1383" 0 0 1 0 0
"1004" "49" "1904" 0 0 0 1 0
"8991" "337" "827" 0 0 0 0 1
"2286" "89" "1568" 0 0 1 0 0
"3978" "153" "474" 0 0 1 0 0
"2161" "85" "13" 0 0 0 0 1
"1816" "73" "1899" 1 0 0 0 0
"8904" "335" "65" 1 0 0 0 0
"2345" "92" "2015" 0 0 1 0 0
"8713" "328" "714" 0 0 1 0 0
"1672" "70" "474" 0 1 0 0 0
"3882" "151" "879" 0 0 1 0 0
"550" "37" "2015" 0 0 0 1 0
"5970" "216" "805" 0 0 1 0 0
"420" "35" "827" 0 0 1 0 0
"382" "33" "2019" 0 0 0 1 0
"9185" "344" "2152" 0 0 0 0 1
"4983" "184" "2015" 0 0 0 1 0
"4610" "173" "1450" 0 1 0 0 0
"1960" "78" "1699" 0 0 1 0 0
"5753" "210" "2147" 1 0 0 0 0
"9089" "340" "1780" 1 0 0 0 0
"578" "39" "298" 0 0 0 0 1
"4144" "158" "1023" 1 0 0 0 0
"2598" "104" "2007" 1 0 0 0 0
"4726" "177" "1315" 0 0 0 1 0
"4690" "176" "676" 0 0 0 0 1
"3588" "143" "132" 0 0 0 0 1
"126" "16" "989" 0 1 0 0 0
"7360" "273" "989" 1 0 0 0 0
"6238" "226" "1615" 0 0 0 0 1
"1291" "57" "964" 0 0 0 0 1
"3356" "134" "1302" 1 0 0 0 0
"1213" "55" "350" 0 1 0 0 0
"7814" "287" "1757" 0 0 0 0 1
"8093" "298" "1244" 0 0 0 0 1
"5514" "202" "1781" 1 0 0 0 0
"9813" "370" "1279" 1 0 0 0 0
"7134" "262" "1086" 1 0 0 0 0
"5421" "199" "1382" 0 0 1 0 0
"2604" "105" "283" 0 0 0 0 1
"1729" "71" "1952" 0 0 0 0 1
"7316" "271" "849" 0 0 1 0 0
"4671" "175" "1904" 0 0 0 1 0
"2029" "80" "262" 1 0 0 0 0
"5192" "193" "762" 0 0 0 0 1
"3411" "137" "132" 0 0 0 1 0
"2361" "93" "1819" 0 0 0 0 1
"7149" "262" "2083" 1 0 0 0 0
"864" "46" "687" 0 0 1 0 0
"9061" "340" "367" 0 1 0 0 0
"9588" "362" "57" 0 0 1 0 0
"8399" "314" "57" 0 1 0 0 0
"1895" "76" "870" 1 0 0 0 0
"3532" "141" "736" 0 0 0 1 0
"1186" "53" "2019" 0 0 0 0 1
"5166" "193" "14" 0 0 0 1 0
"4280" "162" "621" 0 0 0 0 1
"3278" "132" "603" 0 0 1 0 0
"7216" "266" "150" 0 0 0 0 1
"776" "44" "1471" 0 0 0 0 1
"4745" "178" "676" 0 0 0 1 0
"9657" "364" "985" 0 0 0 1 0
"2265" "88" "1576" 0 0 0 0 1
"1027" "50" "687" 0 0 1 0 0
"3358" "134" "1763" 1 0 0 0 0
"1264" "56" "693" 1 0 0 0 0
"8222" "306" "1756" 1 0 0 0 0
"7286" "269" "1157" 0 1 0 0 0
"7265" "268" "2097" 0 0 1 0 0
"2559" "102" "1666" 1 0 0 0 0
"4791" "179" "603" 0 1 0 0 0
"6886" "251" "664" 0 1 0 0 0
"1977" "79" "206" 0 0 0 1 0
"1648" "69" "13" 0 0 0 1 0
"9941" "374" "693" 0 0 1 0 0
"4382" "166" "1739" 0 0 0 1 0
"1789" "72" "2083" 0 0 1 0 0
"491" "36" "1874" 0 0 1 0 0
"5249" "194" "1568" 0 1 0 0 0
"3512" "140" "2063" 0 0 0 1 0
"6936" "253" "1205" 0 0 0 0 1
"3430" "137" "1243" 1 0 0 0 0
"2665" "108" "65" 1 0 0 0 0
"8540" "321" "260" 0 0 0 1 0
"3122" "128" "1780" 0 1 0 0 0
"3154" "129" "1904" 0 0 0 0 1
"5627" "206" "1382" 0 0 1 0 0
"2499" "100" "1589" 0 0 0 0 1
"7800" "286" "1840" 0 0 0 1 0
"6357" "232" "1115" 0 0 0 0 1
"5848" "213" "100" 0 0 0 0 1
"2218" "86" "1346" 0 0 0 0 1
"8510" "319" "483" 0 0 0 1 0
"1357" "59" "1126" 0 1 0 0 0
"1769" "72" "1219" 0 0 1 0 0
"5664" "207" "883" 0 0 0 1 0
"1884" "76" "475" 0 1 0 0 0
"8330" "310" "2053" 0 0 0 0 1
"5682" "207" "1521" 1 0 0 0 0
"9177" "344" "1587" 1 0 0 0 0
"6425" "235" "893" 0 0 1 0 0
"3854" "150" "2063" 0 0 0 0 1
"9423" "352" "1306" 0 0 1 0 0
"4864" "180" "1377" 0 0 0 0 1
"5650" "207" "454" 0 1 0 0 0
"5094" "190" "1711" 0 0 0 1 0
"2691" "109" "621" 0 0 0 1 0
"442" "35" "2026" 0 0 0 1 0
"401" "34" "2147" 0 0 0 1 0
"5583" "204" "1097" 0 0 1 0 0
"9923" "373" "1492" 0 0 0 0 1
"590" "40" "314" 0 0 0 1 0
"8176" "302" "1500" 1 0 0 0 0
"4453" "170" "262" 0 0 0 1 0
"5665" "207" "888" 0 0 0 1 0
"869" "46" "1194" 0 1 0 0 0
"4225" "160" "454" 0 0 1 0 0
"8268" "308" "1192" 0 0 0 1 0
"9269" "347" "183" 0 0 0 1 0
"998" "49" "1691" 0 0 0 1 0
"6102" "222" "602" 0 1 0 0 0
"11" "3" "409" 0 0 0 1 0
